time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper
0.322977,-0.610907848077,-1.127859373,-0.113514578174,0.872068076917,0.00268446637573,1.72150993724,1.63790798439,100.0
0.333064,-0.61167483847,-1.1282428682,-0.113131082977,0.871301086523,0.0023009711792,1.72189343243,1.6375244892,100.0
0.342981,-0.611291343274,-1.127859373,-0.114281568567,0.87168458172,0.00268446637573,1.72150993724,1.6375244892,100.0
0.352986,-0.61167483847,-1.1286263634,-0.113514578174,0.870917591327,0.00268446637573,1.72150993724,1.63790798439,100.0
0.362990,-0.610907848077,-1.1286263634,-0.114281568567,0.87168458172,0.00268446637573,1.72189343243,1.6375244892,100.0
0.372973,-0.610524352881,-1.1286263634,-0.113514578174,0.870917591327,0.00306796157227,1.72189343243,1.6375244892,100.0
0.382996,-0.610907848077,-1.12709238261,-0.113514578174,0.871301086523,0.0023009711792,1.72189343243,1.6375244892,100.0
0.392967,-0.611291343274,-1.1286263634,-0.114281568567,0.87168458172,0.0023009711792,1.72150993724,1.6375244892,100.0
0.402974,-0.610907848077,-1.127859373,-0.114281568567,0.872068076917,0.00191747598267,1.72189343243,1.6375244892,100.0
0.412970,-0.611291343274,-1.1282428682,-0.11389807337,0.872068076917,0.00306796157227,1.72150993724,1.63790798439,100.0
0.422971,-0.61167483847,-1.12747587781,-0.11504855896,0.870917591327,0.00268446637573,1.72150993724,1.63790798439,100.0
0.432981,-0.610907848077,-1.1286263634,-0.114281568567,0.870150600934,0.00268446637573,1.72189343243,1.6375244892,100.0
0.442964,-0.61167483847,-1.1282428682,-0.114281568567,0.872068076917,0.0034514567688,1.72189343243,1.63790798439,100.0
0.452973,-0.61167483847,-1.12747587781,-0.113131082977,0.872068076917,0.0023009711792,1.72150993724,1.63790798439,100.0
0.462979,-0.610524352881,-1.127859373,-0.114281568567,0.872068076917,0.0023009711792,1.72150993724,1.63790798439,100.0
0.472979,-0.611291343274,-1.127859373,-0.11504855896,0.872068076917,0.00191747598267,1.72189343243,1.6375244892,100.0
0.482978,-0.611291343274,-1.127859373,-0.11389807337,0.872451572113,0.00306796157227,1.72189343243,1.637140994,100.0
0.492968,-0.611291343274,-1.12709238261,-0.114281568567,0.872068076917,0.0023009711792,1.72074294684,1.6375244892,100.0
0.502973,-0.611291343274,-1.12900985859,-0.114281568567,0.871301086523,0.00306796157227,1.72035945165,1.6375244892,100.0
0.512973,-0.611291343274,-1.1282428682,-0.114665063763,0.87168458172,0.0023009711792,1.72227692763,1.63790798439,100.0
0.522977,-0.610524352881,-1.12747587781,-0.114281568567,0.872068076917,0.00191747598267,1.72074294684,1.637140994,100.0
0.532974,-0.61167483847,-1.1282428682,-0.114281568567,0.870917591327,0.00306796157227,1.72189343243,1.6375244892,100.0
0.542977,-0.61167483847,-1.1286263634,-0.11389807337,0.871301086523,0.00268446637573,1.72227692763,1.63790798439,100.0
0.552973,-0.611291343274,-1.1282428682,-0.11389807337,0.87168458172,0.00268446637573,1.72074294684,1.6375244892,100.0
0.562977,-0.611291343274,-1.1282428682,-0.113514578174,0.871301086523,0.00268446637573,1.72189343243,1.6375244892,100.0
0.572974,-0.610907848077,-1.1282428682,-0.114281568567,0.87168458172,0.00191747598267,1.72150993724,1.6375244892,100.0
0.582975,-0.61167483847,-1.1286263634,-0.11389807337,0.872068076917,0.00268446637573,1.72189343243,1.6375244892,100.0
0.592996,-0.611291343274,-1.1282428682,-0.114665063763,0.872068076917,0.0023009711792,1.72150993724,1.63790798439,100.0
0.602978,-0.611291343274,-1.1282428682,-0.11389807337,0.872068076917,0.0023009711792,1.72150993724,1.63829147959,100.0
0.612978,-0.610907848077,-1.1286263634,-0.114281568567,0.872068076917,0.00268446637573,1.72189343243,1.6375244892,100.0
0.622978,-0.611291343274,-1.127859373,-0.11389807337,0.872451572113,0.00306796157227,1.72074294684,1.63790798439,100.0
0.632976,-0.61167483847,-1.1282428682,-0.11389807337,0.872068076917,0.00268446637573,1.72189343243,1.6375244892,100.0
0.642975,-0.612058333667,-1.1282428682,-0.113514578174,0.87168458172,0.00268446637573,1.72189343243,1.63790798439,100.0
0.652968,-0.61167483847,-1.127859373,-0.114281568567,0.870917591327,0.00268446637573,1.72189343243,1.637140994,100.0
0.662961,-0.61167483847,-1.12747587781,-0.113514578174,0.872068076917,0.00268446637573,1.72189343243,1.6375244892,100.0
0.672958,-0.611291343274,-1.1282428682,-0.113514578174,0.872068076917,0.00268446637573,1.72189343243,1.63829147959,100.0
0.682958,-0.610907848077,-1.1282428682,-0.113514578174,0.871301086523,0.00268446637573,1.72150993724,1.6375244892,100.0
0.692958,-0.61167483847,-1.127859373,-0.11389807337,0.871301086523,0.0023009711792,1.72227692763,1.63790798439,100.0
0.702957,-0.61167483847,-1.127859373,-0.11389807337,0.87168458172,0.0023009711792,1.72227692763,1.6375244892,100.0
0.712958,-0.610907848077,-1.127859373,-0.11389807337,0.872068076917,0.00268446637573,1.72150993724,1.6375244892,100.0
0.722958,-0.611291343274,-1.1282428682,-0.113131082977,0.872068076917,0.00268446637573,1.72189343243,1.6375244892,100.0
0.732973,-0.611291343274,-1.1282428682,-0.113514578174,0.87168458172,0.00191747598267,1.72189343243,1.63829147959,100.0
0.742976,-0.610907848077,-1.1282428682,-0.11504855896,0.872068076917,0.00268446637573,1.72150993724,1.63829147959,100.0
0.752975,-0.610907848077,-1.1282428682,-0.11389807337,0.872068076917,0.00268446637573,1.72189343243,1.63829147959,100.0
0.762976,-0.611291343274,-1.12747587781,-0.113131082977,0.872068076917,0.00306796157227,1.72189343243,1.6375244892,100.0
0.772975,-0.610907848077,-1.127859373,-0.114281568567,0.871301086523,0.0023009711792,1.72189343243,1.637140994,100.0
0.782964,-0.61167483847,-1.1282428682,-0.114665063763,0.872068076917,0.00268446637573,1.72189343243,1.63790798439,100.0
0.792961,-0.610907848077,-1.1286263634,-0.11389807337,0.87168458172,0.00268446637573,1.72074294684,1.6375244892,100.0
0.802960,-0.611291343274,-1.127859373,-0.114281568567,0.87168458172,0.00268446637573,1.72035945165,1.63790798439,100.0
0.812958,-0.61167483847,-1.1282428682,-0.114281568567,0.871301086523,0.00191747598267,1.72227692763,1.637140994,100.0
0.822957,-0.611291343274,-1.1282428682,-0.114281568567,0.872068076917,0.00268446637573,1.72150993724,1.6375244892,100.0
0.832958,-0.61167483847,-1.12747587781,-0.114281568567,0.871301086523,0.00268446637573,1.72150993724,1.63790798439,100.0
0.842957,-0.61167483847,-1.1282428682,-0.11389807337,0.87168458172,0.00306796157227,1.72074294684,1.6375244892,100.0
0.852957,-0.611291343274,-1.1282428682,-0.113514578174,0.871301086523,0.00268446637573,1.72150993724,1.6375244892,100.0
0.862956,-0.610907848077,-1.1282428682,-0.114665063763,0.871301086523,0.00268446637573,1.72150993724,1.6375244892,100.0
0.872957,-0.610907848077,-1.1282428682,-0.11389807337,0.87168458172,0.0023009711792,1.72150993724,1.63867497479,100.0
0.882957,-0.61167483847,-1.12900985859,-0.11389807337,0.872068076917,0.00268446637573,1.72150993724,1.6375244892,100.0
0.892956,-0.610524352881,-1.1282428682,-0.114281568567,0.87168458172,0.00268446637573,1.72189343243,1.6375244892,100.0
0.902957,-0.612058333667,-1.1286263634,-0.114665063763,0.87168458172,0.00268446637573,1.72150993724,1.63790798439,100.0
0.912956,-0.611291343274,-1.127859373,-0.11389807337,0.871301086523,0.00268446637573,1.72074294684,1.6375244892,100.0
0.922956,-0.611291343274,-1.1286263634,-0.11504855896,0.872068076917,0.0023009711792,1.72189343243,1.6375244892,100.0
0.932957,-0.611291343274,-1.1286263634,-0.11389807337,0.870917591327,0.0023009711792,1.72150993724,1.637140994,100.0
0.942956,-0.610907848077,-1.1282428682,-0.11389807337,0.87168458172,0.00268446637573,1.72227692763,1.63790798439,100.0
0.952957,-0.61167483847,-1.1282428682,-0.114281568567,0.872068076917,0.00268446637573,1.72035945165,1.63867497479,100.0
0.962956,-0.610907848077,-1.1282428682,-0.114665063763,0.871301086523,0.00306796157227,1.72074294684,1.63790798439,100.0
0.972957,-0.610907848077,-1.1282428682,-0.11504855896,0.87168458172,0.0034514567688,1.72035945165,1.6375244892,100.0
0.982963,-0.611291343274,-1.1282428682,-0.113514578174,0.872068076917,0.00306796157227,1.72189343243,1.6367574988,100.0
0.992956,-0.61167483847,-1.1282428682,-0.11389807337,0.871301086523,0.0023009711792,1.72074294684,1.637140994,100.0
1.002956,-0.610524352881,-1.1282428682,-0.113514578174,0.87168458172,0.0023009711792,1.72150993724,1.63790798439,100.0
1.012956,-0.610907848077,-1.1286263634,-0.114281568567,0.871301086523,0.00306796157227,1.72189343243,1.63790798439,100.0
1.022972,-0.610907848077,-1.1282428682,-0.11389807337,0.87168458172,0.0023009711792,1.72189343243,1.6375244892,100.0
1.032977,-0.610907848077,-1.1282428682,-0.113131082977,0.872068076917,0.0023009711792,1.72150993724,1.63790798439,100.0
1.042965,-0.611291343274,-1.127859373,-0.11389807337,0.87168458172,0.00268446637573,1.72035945165,1.6375244892,100.0
1.052961,-0.610907848077,-1.12747587781,-0.113514578174,0.872068076917,0.00268446637573,1.72189343243,1.63790798439,100.0
1.062958,-0.611291343274,-1.1282428682,-0.114281568567,0.87168458172,0.00268446637573,1.72189343243,1.63829147959,100.0
1.072973,-0.61167483847,-1.1282428682,-0.113514578174,0.871301086523,0.00306796157227,1.72189343243,1.63829147959,100.0
1.082975,-0.611291343274,-1.127859373,-0.113514578174,0.87168458172,0.00268446637573,1.72189343243,1.63790798439,100.0
1.092976,-0.611291343274,-1.12900985859,-0.11389807337,0.871301086523,0.00268446637573,1.72189343243,1.63790798439,100.0
1.102976,-0.611291343274,-1.127859373,-0.114281568567,0.87168458172,0.0023009711792,1.72189343243,1.6375244892,100.0
1.112975,-0.611291343274,-1.127859373,-0.113514578174,0.872068076917,0.00268446637573,1.72150993724,1.6375244892,100.0
1.122977,-0.610907848077,-1.1286263634,-0.114281568567,0.87168458172,0.00268446637573,1.72150993724,1.63829147959,100.0
1.132985,-0.611291343274,-1.1286263634,-0.113131082977,0.87168458172,0.00268446637573,1.72150993724,1.6375244892,100.0
1.142976,-0.610524352881,-1.1286263634,-0.114281568567,0.871301086523,0.00306796157227,1.72189343243,1.6375244892,100.0
1.152976,-0.611291343274,-1.127859373,-0.114281568567,0.871301086523,0.00306796157227,1.72227692763,1.63790798439,100.0
1.162975,-0.612058333667,-1.1282428682,-0.113514578174,0.87168458172,0.00306796157227,1.72150993724,1.6375244892,100.0
1.172976,-0.610907848077,-1.127859373,-0.11389807337,0.871301086523,0.0023009711792,1.72150993724,1.63829147959,100.0
1.182979,-0.61167483847,-1.127859373,-0.113514578174,0.872451572113,0.00268446637573,1.72150993724,1.63790798439,100.0
1.192973,-0.61167483847,-1.1282428682,-0.114281568567,0.87168458172,0.00268446637573,1.72150993724,1.6375244892,100.0
1.202973,-0.612058333667,-1.127859373,-0.114665063763,0.872068076917,0.0023009711792,1.72189343243,1.63790798439,100.0
1.212965,-0.611291343274,-1.1286263634,-0.113514578174,0.872068076917,0.00191747598267,1.72035945165,1.637140994,100.0
1.222960,-0.610907848077,-1.1282428682,-0.114665063763,0.872068076917,0.00268446637573,1.72189343243,1.63790798439,100.0
1.232974,-0.611291343274,-1.127859373,-0.11389807337,0.872068076917,0.00268446637573,1.72189343243,1.6375244892,100.0
1.242975,-0.611291343274,-1.1282428682,-0.11389807337,0.870917591327,0.00306796157227,1.72150993724,1.637140994,100.0
1.252976,-0.612058333667,-1.1282428682,-0.11389807337,0.872068076917,0.0023009711792,1.72189343243,1.6375244892,100.0
1.262964,-0.611291343274,-1.1282428682,-0.114281568567,0.872068076917,0.0034514567688,1.72189343243,1.63790798439,100.0
1.272976,-0.61167483847,-1.1286263634,-0.114665063763,0.87168458172,0.0034514567688,1.72189343243,1.6375244892,100.0
1.282976,-0.611291343274,-1.127859373,-0.11389807337,0.87168458172,0.0023009711792,1.72150993724,1.637140994,100.0
1.292972,-0.610907848077,-1.127859373,-0.11389807337,0.872451572113,0.00306796157227,1.72150993724,1.63790798439,100.0
1.302973,-0.610907848077,-1.1282428682,-0.113514578174,0.87168458172,0.00268446637573,1.72074294684,1.63790798439,100.0
1.312973,-0.611291343274,-1.12900985859,-0.11389807337,0.870917591327,0.00268446637573,1.72074294684,1.63790798439,100.0
1.322973,-0.611291343274,-1.127859373,-0.113514578174,0.87168458172,0.00268446637573,1.72074294684,1.63790798439,100.0
1.332966,-0.611291343274,-1.1282428682,-0.11389807337,0.87168458172,0.00268446637573,1.72150993724,1.63790798439,100.0
1.342960,-0.61167483847,-1.1282428682,-0.11389807337,0.870917591327,0.00268446637573,1.72189343243,1.6375244892,100.0
1.352974,-0.610907848077,-1.127859373,-0.114665063763,0.870917591327,0.0023009711792,1.72189343243,1.63790798439,100.0
1.362996,-0.611291343274,-1.1282428682,-0.113131082977,0.872068076917,0.00268446637573,1.72227692763,1.6367574988,100.0
1.373006,-0.61167483847,-1.1282428682,-0.11389807337,0.87168458172,0.00268446637573,1.72227692763,1.63790798439,100.0
1.383005,-0.61167483847,-1.127859373,-0.11389807337,0.872068076917,0.00268446637573,1.72189343243,1.63790798439,100.0
1.392981,-0.611291343274,-1.127859373,-0.113131082977,0.872068076917,0.00268446637573,1.72189343243,1.63829147959,100.0
1.402971,-0.61167483847,-1.1286263634,-0.113514578174,0.872068076917,0.0023009711792,1.72189343243,1.6375244892,100.0
1.412957,-0.61167483847,-1.1282428682,-0.113131082977,0.870917591327,0.00306796157227,1.72150993724,1.6375244892,100.0
1.422981,-0.611291343274,-1.127859373,-0.114281568567,0.872068076917,0.00268446637573,1.72074294684,1.6375244892,100.0
1.432972,-0.610907848077,-1.127859373,-0.114281568567,0.872451572113,0.00306796157227,1.72189343243,1.63790798439,100.0
1.442988,-0.61167483847,-1.1282428682,-0.114281568567,0.87168458172,0.0023009711792,1.72150993724,1.63829147959,100.0
1.452977,-0.611291343274,-1.1282428682,-0.114281568567,0.871301086523,0.00306796157227,1.72227692763,1.63829147959,100.0
1.462968,-0.611291343274,-1.1282428682,-0.113131082977,0.872068076917,0.00268446637573,1.72150993724,1.6375244892,100.0
1.472971,-0.611291343274,-1.1286263634,-0.113514578174,0.872068076917,0.00306796157227,1.72189343243,1.637140994,100.0
1.482976,-0.610907848077,-1.12900985859,-0.114281568567,0.871301086523,0.00268446637573,1.72150993724,1.6375244892,100.0
1.492983,-0.61167483847,-1.1282428682,-0.114281568567,0.87168458172,0.00268446637573,1.72074294684,1.6375244892,100.0
1.502979,-0.611291343274,-1.1286263634,-0.11389807337,0.872068076917,0.00306796157227,1.72150993724,1.6375244892,100.0
1.512984,-0.611291343274,-1.1286263634,-0.11389807337,0.872068076917,0.0023009711792,1.72150993724,1.63829147959,100.0
1.522972,-0.61167483847,-1.1282428682,-0.114281568567,0.871301086523,0.00306796157227,1.72150993724,1.63790798439,100.0
1.532964,-0.611291343274,-1.1282428682,-0.11389807337,0.871301086523,0.00306796157227,1.72150993724,1.6375244892,100.0
1.542975,-0.61167483847,-1.127859373,-0.114281568567,0.871301086523,0.00268446637573,1.72189343243,1.63790798439,100.0
1.552964,-0.610907848077,-1.127859373,-0.114281568567,0.870917591327,0.00268446637573,1.72074294684,1.63790798439,100.0
1.562975,-0.611291343274,-1.1282428682,-0.114281568567,0.87168458172,0.00306796157227,1.72227692763,1.63829147959,100.0
1.572975,-0.61167483847,-1.127859373,-0.114281568567,0.87168458172,0.00268446637573,1.72189343243,1.6375244892,100.0
1.583001,-0.611291343274,-1.1282428682,-0.114281568567,0.87168458172,0.00306796157227,1.72074294684,1.63790798439,100.0
1.592970,-0.61167483847,-1.1282428682,-0.114665063763,0.87168458172,0.0023009711792,1.72074294684,1.63790798439,100.0
1.602979,-0.611291343274,-1.1282428682,-0.114281568567,0.87168458172,0.0023009711792,1.72227692763,1.6375244892,100.0
1.612967,-0.611291343274,-1.12747587781,-0.114281568567,0.871301086523,0.00268446637573,1.72150993724,1.6375244892,100.0
1.622979,-0.610907848077,-1.1282428682,-0.11389807337,0.871301086523,0.00268446637573,1.72150993724,1.63790798439,100.0
1.632978,-0.611291343274,-1.12747587781,-0.113514578174,0.872068076917,0.00268446637573,1.72189343243,1.6375244892,100.0
1.642979,-0.611291343274,-1.1282428682,-0.113514578174,0.87168458172,0.00268446637573,1.72150993724,1.63829147959,100.0
1.652980,-0.611291343274,-1.1282428682,-0.114281568567,0.871301086523,0.00268446637573,1.72150993724,1.63790798439,100.0
1.662980,-0.61167483847,-1.1286263634,-0.114665063763,0.871301086523,0.00268446637573,1.72189343243,1.637140994,100.0
1.672973,-0.611291343274,-1.1286263634,-0.114281568567,0.870917591327,0.00268446637573,1.72074294684,1.637140994,100.0
1.682977,-0.612058333667,-1.1282428682,-0.114281568567,0.872068076917,0.00268446637573,1.72074294684,1.63790798439,100.0
1.692979,-0.611291343274,-1.127859373,-0.11389807337,0.872068076917,0.00306796157227,1.72189343243,1.6375244892,100.0
1.702979,-0.610524352881,-1.1286263634,-0.11389807337,0.87168458172,0.00191747598267,1.72189343243,1.63829147959,100.0
1.712971,-0.61167483847,-1.12747587781,-0.11389807337,0.87168458172,0.00268446637573,1.72189343243,1.6375244892,100.0
1.722969,-0.610907848077,-1.1282428682,-0.11389807337,0.872068076917,0.00268446637573,1.72074294684,1.63790798439,100.0
1.732975,-0.611291343274,-1.1282428682,-0.114665063763,0.871301086523,0.00306796157227,1.72189343243,1.63790798439,100.0
1.742977,-0.61167483847,-1.127859373,-0.11389807337,0.87168458172,0.00306796157227,1.72150993724,1.63790798439,100.0
1.752976,-0.610524352881,-1.127859373,-0.11389807337,0.87168458172,0.00268446637573,1.72074294684,1.63790798439,100.0
1.762977,-0.611291343274,-1.1286263634,-0.114281568567,0.871301086523,0.0034514567688,1.72189343243,1.63829147959,100.0
1.772993,-0.611291343274,-1.12900985859,-0.11389807337,0.87168458172,0.00191747598267,1.72189343243,1.6375244892,100.0
1.782980,-0.61167483847,-1.1286263634,-0.113514578174,0.871301086523,0.00268446637573,1.72189343243,1.63829147959,100.0
1.792976,-0.611291343274,-1.127859373,-0.113131082977,0.87168458172,0.00306796157227,1.72150993724,1.6375244892,100.0
1.802977,-0.61167483847,-1.1286263634,-0.114281568567,0.871301086523,0.0023009711792,1.72074294684,1.63790798439,100.0
1.812977,-0.611291343274,-1.12900985859,-0.11389807337,0.872068076917,0.00306796157227,1.72074294684,1.63790798439,100.0
1.822976,-0.611291343274,-1.1282428682,-0.11389807337,0.871301086523,0.0023009711792,1.71997595645,1.63790798439,100.0
1.832976,-0.610907848077,-1.1282428682,-0.113514578174,0.871301086523,0.0023009711792,1.72035945165,1.63829147959,100.0
1.842977,-0.611291343274,-1.127859373,-0.114665063763,0.872068076917,0.00268446637573,1.72227692763,1.6375244892,100.0
1.852976,-0.610907848077,-1.12747587781,-0.114281568567,0.87168458172,0.00268446637573,1.72150993724,1.63829147959,100.0
1.862977,-0.611291343274,-1.1286263634,-0.114281568567,0.87168458172,0.0023009711792,1.72074294684,1.6375244892,100.0
1.872977,-0.611291343274,-1.127859373,-0.114281568567,0.871301086523,0.0023009711792,1.72150993724,1.63790798439,100.0
1.882976,-0.61167483847,-1.1282428682,-0.114281568567,0.87168458172,0.0023009711792,1.72035945165,1.637140994,100.0
1.892977,-0.611291343274,-1.1282428682,-0.11389807337,0.872068076917,0.00191747598267,1.72150993724,1.6375244892,100.0
1.902977,-0.61167483847,-1.1282428682,-0.11389807337,0.871301086523,0.00306796157227,1.72227692763,1.6375244892,100.0
1.912976,-0.611291343274,-1.127859373,-0.11389807337,0.87168458172,0.00268446637573,1.72150993724,1.63829147959,100.0
1.922976,-0.612058333667,-1.1286263634,-0.113514578174,0.870917591327,0.00268446637573,1.72074294684,1.6375244892,100.0
1.932977,-0.61167483847,-1.127859373,-0.114281568567,0.871301086523,0.00268446637573,1.72150993724,1.6375244892,100.0
1.942976,-0.611291343274,-1.12747587781,-0.11389807337,0.870917591327,0.0034514567688,1.72074294684,1.63790798439,100.0
1.952973,-0.610907848077,-1.127859373,-0.114665063763,0.87168458172,0.0034514567688,1.72150993724,1.63790798439,100.0
1.962978,-0.61167483847,-1.12900985859,-0.114665063763,0.871301086523,0.00306796157227,1.72074294684,1.6375244892,100.0
1.972977,-0.611291343274,-1.127859373,-0.11389807337,0.87168458172,0.0034514567688,1.72227692763,1.63790798439,100.0
1.982978,-0.611291343274,-1.1282428682,-0.114281568567,0.87168458172,0.00268446637573,1.72074294684,1.63790798439,100.0
1.992978,-0.611291343274,-1.1282428682,-0.114281568567,0.87168458172,0.0023009711792,1.72227692763,1.63829147959,100.0
2.002977,-0.61167483847,-1.1282428682,-0.11389807337,0.872068076917,0.0023009711792,1.72189343243,1.6375244892,100.0
2.012978,-0.61167483847,-1.1282428682,-0.114281568567,0.87168458172,0.00268446637573,1.72227692763,1.63790798439,100.0
2.022978,-0.61167483847,-1.1286263634,-0.114665063763,0.87168458172,0.00268446637573,1.72189343243,1.63790798439,100.0
2.032978,-0.611291343274,-1.1286263634,-0.113514578174,0.871301086523,0.00268446637573,1.72150993724,1.63829147959,100.0
2.042977,-0.610907848077,-1.127859373,-0.114281568567,0.87168458172,0.0023009711792,1.72227692763,1.63790798439,100.0
2.052972,-0.611291343274,-1.12900985859,-0.114281568567,0.87168458172,0.00306796157227,1.72189343243,1.63790798439,100.0
2.062977,-0.61167483847,-1.127859373,-0.114281568567,0.87168458172,0.00268446637573,1.72150993724,1.6375244892,100.0
2.072978,-0.611291343274,-1.1282428682,-0.113514578174,0.871301086523,0.00191747598267,1.72189343243,1.63790798439,100.0
2.082979,-0.611291343274,-1.1282428682,-0.114281568567,0.872451572113,0.00268446637573,1.72189343243,1.63790798439,100.0
2.092978,-0.611291343274,-1.1286263634,-0.114665063763,0.87168458172,0.00306796157227,1.72150993724,1.63829147959,100.0
2.102978,-0.61167483847,-1.127859373,-0.114281568567,0.87168458172,0.0023009711792,1.72150993724,1.637140994,100.0
2.112977,-0.611291343274,-1.1282428682,-0.113131082977,0.870917591327,0.00268446637573,1.72150993724,1.6375244892,100.0
2.122976,-0.611291343274,-1.1282428682,-0.114281568567,0.87168458172,0.00306796157227,1.72189343243,1.6375244892,100.0
2.132977,-0.611291343274,-1.1282428682,-0.113514578174,0.872068076917,0.00306796157227,1.72189343243,1.6375244892,100.0
2.142970,-0.61167483847,-1.12747587781,-0.113514578174,0.87168458172,0.00306796157227,1.72227692763,1.63790798439,100.0
2.152969,-0.61167483847,-1.1286263634,-0.113514578174,0.871301086523,0.00306796157227,1.72074294684,1.63829147959,100.0
2.162976,-0.611291343274,-1.1282428682,-0.11389807337,0.87168458172,0.00268446637573,1.72150993724,1.63790798439,100.0
2.172987,-0.610907848077,-1.127859373,-0.114665063763,0.872068076917,0.00306796157227,1.72227692763,1.63790798439,100.0
2.182979,-0.610524352881,-1.127859373,-0.114281568567,0.871301086523,0.00268446637573,1.72189343243,1.63829147959,100.0
2.192966,-0.611291343274,-1.1282428682,-0.11389807337,0.871301086523,0.0023009711792,1.72074294684,1.63829147959,100.0
2.202960,-0.611291343274,-1.1286263634,-0.113131082977,0.87168458172,0.00268446637573,1.72074294684,1.6375244892,100.0
2.212960,-0.611291343274,-1.1286263634,-0.11389807337,0.87168458172,0.00306796157227,1.72074294684,1.6375244892,100.0
2.222957,-0.61167483847,-1.127859373,-0.114281568567,0.870917591327,0.00268446637573,1.72150993724,1.6375244892,100.0
2.232974,-0.611291343274,-1.127859373,-0.11389807337,0.872068076917,0.00306796157227,1.72074294684,1.63790798439,100.0
2.242976,-0.610907848077,-1.1282428682,-0.11389807337,0.872068076917,0.00306796157227,1.72074294684,1.63829147959,100.0
2.252969,-0.611291343274,-1.12900985859,-0.11389807337,0.87168458172,0.00268446637573,1.72189343243,1.6375244892,100.0
2.262976,-0.611291343274,-1.1286263634,-0.11389807337,0.872068076917,0.00306796157227,1.72074294684,1.63829147959,100.0
2.272977,-0.61167483847,-1.1286263634,-0.114281568567,0.871301086523,0.00268446637573,1.72227692763,1.63829147959,100.0
2.282977,-0.611291343274,-1.1282428682,-0.11389807337,0.871301086523,0.00306796157227,1.72189343243,1.63790798439,100.0
2.292976,-0.610140857684,-1.127859373,-0.113514578174,0.871301086523,0.00268446637573,1.72150993724,1.63829147959,100.0
2.302976,-0.611291343274,-1.12900985859,-0.113514578174,0.87168458172,0.00268446637573,1.72035945165,1.6375244892,100.0
2.312976,-0.610907848077,-1.127859373,-0.11389807337,0.87168458172,0.0023009711792,1.72189343243,1.63829147959,100.0
2.322976,-0.611291343274,-1.1286263634,-0.11389807337,0.87168458172,0.00268446637573,1.72035945165,1.6375244892,100.0
2.332977,-0.610907848077,-1.127859373,-0.113514578174,0.87168458172,0.00306796157227,1.72150993724,1.63790798439,100.0
2.342975,-0.61167483847,-1.12900985859,-0.113514578174,0.87168458172,0.00268446637573,1.72189343243,1.63790798439,100.0
2.352975,-0.611291343274,-1.12747587781,-0.113514578174,0.870917591327,0.00306796157227,1.72150993724,1.63790798439,100.0
2.362977,-0.611291343274,-1.127859373,-0.11389807337,0.871301086523,0.00268446637573,1.72189343243,1.6375244892,100.0
2.372983,-0.611291343274,-1.1282428682,-0.11389807337,0.872451572113,0.0023009711792,1.72189343243,1.63867497479,100.0
2.382977,-0.611291343274,-1.1282428682,-0.113514578174,0.87168458172,0.00268446637573,1.72189343243,1.6375244892,100.0
2.393036,-0.611291343274,-1.1286263634,-0.113514578174,0.87168458172,0.0023009711792,1.72035945165,1.6375244892,100.0
